Najwa already analysed this one.
good data but confusing activation energies
can use to convert date serial number to seconds elapsed


Time(YYYY-MM-DD HH-MM-SS)	 Date Serial Number 	 Potential (Volts)	 Temperature(Cesius)
2.0140506161939e+013	7.357256803125000e+005		1.6448638144857e+002
2.0140506161940e+013	7.357256803240741e+005		1.6449142033842e+002
2.0140506161940e+013	7.357256803240741e+005		1.6448638144857e+002
2.0140506161941e+013	7.357256803356481e+005		1.6449142033842e+002
2.0140506161941e+013	7.357256803356481e+005		1.6448890089397e+002
2.0140506161942e+013	7.357256803472223e+005		1.6454752345274e+002
2.0140506161942e+013	7.357256803472223e+005		1.6449142033842e+002
2.0140506161943e+013	7.357256803587963e+005		1.6448890089397e+002
2.0140506161943e+013	7.357256803587963e+005		1.6454752345274e+002
2.0140506161944e+013	7.357256803703704e+005		1.6449393978192e+002
2.0140506161944e+013	7.357256803703704e+005		1.6449645922446e+002
2.0140506161945e+013	7.357256803819444e+005		1.6455256229632e+002
2.0140506161945e+013	7.357256803819444e+005		1.6449393978192e+002
2.0140506161946e+013	7.357256803935185e+005		1.6455256229632e+002
2.0140506161947e+013	7.357256804050925e+005		1.6449393978192e+002
2.0140506161947e+013	7.357256804050925e+005		1.6455508171668e+002
2.0140506161948e+013	7.357256804166667e+005		1.6455508171668e+002
2.0140506161948e+013	7.357256804166667e+005		1.6455004287500e+002
2.0140506161949e+013	7.357256804282408e+005		1.6455508171668e+002
2.0140506161949e+013	7.357256804282408e+005		1.6456012055454e+002
2.0140506161950e+013	7.357256804398148e+005		1.6455760113609e+002
2.0140506161950e+013	7.357256804398148e+005		1.6450149810668e+002
2.0140506161951e+013	7.357256804513889e+005		1.6456012055454e+002
2.0140506161951e+013	7.357256804513889e+005		1.6450401754636e+002
2.0140506161952e+013	7.357256804629630e+005		1.6449645922446e+002
2.0140506161952e+013	7.357256804629630e+005		1.6455508171668e+002
2.0140506161953e+013	7.357256804745371e+005		1.6449897866605e+002
2.0140506161953e+013	7.357256804745371e+005		1.6456263997205e+002
2.0140506161954e+013	7.357256804861111e+005		1.6455760113609e+002
2.0140506161954e+013	7.357256804861111e+005		1.6456012055454e+002
2.0140506161955e+013	7.357256804976852e+005		1.6455256229632e+002
2.0140506161955e+013	7.357256804976852e+005		1.6456012055454e+002
2.0140506161956e+013	7.357256805092592e+005		1.6456012055454e+002
2.0140506161956e+013	7.357256805092592e+005		1.6455760113609e+002
2.0140506161957e+013	7.357256805208334e+005		1.6455760113609e+002
2.0140506161957e+013	7.357256805208334e+005		1.6455760113609e+002
2.0140506161958e+013	7.357256805324074e+005		1.6455760113609e+002
2.0140506161958e+013	7.357256805324074e+005		1.6455760113609e+002
2.0140506161959e+013	7.357256805439815e+005		1.6449897866605e+002
2.0140506161959e+013	7.357256805439815e+005		1.6449393978192e+002
2.0140506162000e+013	7.357256805555555e+005		1.6455508171668e+002
2.0140506162000e+013	7.357256805555555e+005		1.6449897866605e+002
2.0140506162001e+013	7.357256805671296e+005		1.6455760113609e+002
2.0140506162001e+013	7.357256805671296e+005		1.6455760113609e+002
2.0140506162002e+013	7.357256805787038e+005		1.6456012055454e+002
2.0140506162002e+013	7.357256805787038e+005		1.6455508171668e+002
2.0140506162003e+013	7.357256805902778e+005		1.6449897866605e+002
2.0140506162003e+013	7.357256805902778e+005		1.6455256229632e+002
2.0140506162004e+013	7.357256806018519e+005		1.6449897866605e+002
2.0140506162004e+013	7.357256806018519e+005		1.6449897866605e+002
2.0140506162005e+013	7.357256806134259e+005		1.6455760113609e+002
2.0140506162005e+013	7.357256806134259e+005		1.6456012055454e+002
2.0140506162006e+013	7.357256806250000e+005		1.6455508171668e+002
2.0140506162006e+013	7.357256806250000e+005		1.6455508171668e+002
2.0140506162007e+013	7.357256806365741e+005		1.6455760113609e+002
2.0140506162007e+013	7.357256806365741e+005		1.6450149810668e+002
2.0140506162008e+013	7.357256806481482e+005		1.6455760113609e+002
2.0140506162008e+013	7.357256806481482e+005		1.6455508171668e+002
2.0140506162009e+013	7.357256806597222e+005		1.6455508171668e+002
2.0140506162010e+013	7.357256806712963e+005		1.6455760113609e+002
2.0140506162010e+013	7.357256806712963e+005		1.6455760113609e+002
2.0140506162011e+013	7.357256806828703e+005		1.6455760113609e+002
2.0140506162011e+013	7.357256806828703e+005		1.6456263997205e+002
2.0140506162012e+013	7.357256806944445e+005		1.6449897866605e+002
2.0140506162012e+013	7.357256806944445e+005		1.6455760113609e+002
2.0140506162013e+013	7.357256807060185e+005		1.6455760113609e+002
2.0140506162013e+013	7.357256807060185e+005		1.6455256229632e+002
2.0140506162014e+013	7.357256807175926e+005		1.6455760113609e+002
2.0140506162014e+013	7.357256807175926e+005		1.6455508171668e+002
2.0140506162015e+013	7.357256807291667e+005		1.6455508171668e+002
2.0140506162015e+013	7.357256807291667e+005		1.6455256229632e+002
2.0140506162016e+013	7.357256807407407e+005		1.6455508171668e+002
2.0140506162016e+013	7.357256807407407e+005		1.6455256229632e+002
2.0140506162017e+013	7.357256807523149e+005		1.6455760113609e+002
2.0140506162017e+013	7.357256807523149e+005		1.6449897866605e+002
2.0140506162018e+013	7.357256807638889e+005		1.6455004287500e+002
2.0140506162018e+013	7.357256807638889e+005		1.6455508171668e+002
2.0140506162019e+013	7.357256807754630e+005		1.6455256229632e+002
2.0140506162019e+013	7.357256807754630e+005		1.6455004287500e+002
2.0140506162020e+013	7.357256807870370e+005		1.6455256229632e+002
2.0140506162020e+013	7.357256807870370e+005		1.6455508171668e+002
2.0140506162021e+013	7.357256807986111e+005		1.6449645922446e+002
2.0140506162021e+013	7.357256807986111e+005		1.6449393978192e+002
2.0140506162022e+013	7.357256808101852e+005		1.6455760113609e+002
2.0140506162022e+013	7.357256808101852e+005		1.6455256229632e+002
2.0140506162023e+013	7.357256808217593e+005		1.6455256229632e+002
2.0140506162023e+013	7.357256808217593e+005		1.6455508171668e+002
2.0140506162024e+013	7.357256808333333e+005		1.6455256229632e+002
2.0140506162024e+013	7.357256808333333e+005		1.6456012055454e+002
2.0140506162025e+013	7.357256808449074e+005		1.6455760113609e+002
2.0140506162025e+013	7.357256808449074e+005		1.6455256229632e+002
2.0140506162026e+013	7.357256808564814e+005		1.6455760113609e+002
2.0140506162026e+013	7.357256808564814e+005		1.6449645922446e+002
2.0140506162027e+013	7.357256808680556e+005		1.6455760113609e+002
2.0140506162027e+013	7.357256808680556e+005		1.6456012055454e+002
2.0140506162028e+013	7.357256808796297e+005		1.6455760113609e+002
2.0140506162028e+013	7.357256808796297e+005		1.6455760113609e+002
2.0140506162029e+013	7.357256808912037e+005		1.6455760113609e+002
2.0140506162029e+013	7.357256808912037e+005		1.6455508171668e+002
2.0140506162030e+013	7.357256809027778e+005		1.6456515938860e+002
2.0140506162030e+013	7.357256809027778e+005		1.6455760113609e+002
2.0140506162031e+013	7.357256809143518e+005		1.6456263997205e+002
2.0140506162031e+013	7.357256809143518e+005		1.6455508171668e+002
2.0140506162032e+013	7.357256809259260e+005		1.6455760113609e+002
2.0140506162033e+013	7.357256809375000e+005		1.6455508171668e+002
2.0140506162033e+013	7.357256809375000e+005		1.6449645922446e+002
2.0140506162034e+013	7.357256809490741e+005		1.6449645922446e+002
2.0140506162034e+013	7.357256809490741e+005		1.6455760113609e+002
2.0140506162035e+013	7.357256809606481e+005		1.6455760113609e+002
2.0140506162035e+013	7.357256809606481e+005		1.6455508171668e+002
2.0140506162036e+013	7.357256809722222e+005		1.6455760113609e+002
2.0140506162036e+013	7.357256809722222e+005		1.6455760113609e+002
2.0140506162037e+013	7.357256809837963e+005		1.6455760113609e+002
2.0140506162037e+013	7.357256809837963e+005		1.6456012055454e+002
2.0140506162038e+013	7.357256809953704e+005		1.6456012055454e+002
2.0140506162038e+013	7.357256809953704e+005		1.6455508171668e+002
2.0140506162039e+013	7.357256810069444e+005		1.6449897866605e+002
2.0140506162039e+013	7.357256810069444e+005		1.6456012055454e+002
2.0140506162040e+013	7.357256810185185e+005		1.6455508171668e+002
2.0140506162040e+013	7.357256810185185e+005		1.6449645922446e+002
2.0140506162041e+013	7.357256810300926e+005		1.6455508171668e+002
2.0140506162041e+013	7.357256810300926e+005		1.6455760113609e+002
2.0140506162042e+013	7.357256810416667e+005		1.6455760113609e+002
2.0140506162042e+013	7.357256810416667e+005		1.6449645922446e+002
2.0140506162043e+013	7.357256810532408e+005		1.6455760113609e+002
2.0140506162043e+013	7.357256810532408e+005		1.6455508171668e+002
2.0140506162044e+013	7.357256810648148e+005		1.6449645922446e+002
2.0140506162044e+013	7.357256810648148e+005		1.6455760113609e+002
2.0140506162045e+013	7.357256810763889e+005		1.6449897866605e+002
2.0140506162045e+013	7.357256810763889e+005		1.6456012055454e+002
2.0140506162046e+013	7.357256810879629e+005		1.6455760113609e+002
2.0140506162046e+013	7.357256810879629e+005		1.6455760113609e+002
2.0140506162047e+013	7.357256810995371e+005		1.6455760113609e+002
2.0140506162047e+013	7.357256810995371e+005		1.6455508171668e+002
2.0140506162048e+013	7.357256811111111e+005		1.6449897866605e+002
2.0140506162048e+013	7.357256811111111e+005		1.6455508171668e+002
2.0140506162049e+013	7.357256811226852e+005		1.6455256229632e+002
2.0140506162049e+013	7.357256811226852e+005		1.6455256229632e+002
2.0140506162050e+013	7.357256811342592e+005		1.6449645922446e+002
2.0140506162050e+013	7.357256811342592e+005		1.6455256229632e+002
2.0140506162051e+013	7.357256811458333e+005		1.6455256229632e+002
2.0140506162051e+013	7.357256811458333e+005		1.6455508171668e+002
2.0140506162052e+013	7.357256811574074e+005		1.6455760113609e+002
2.0140506162052e+013	7.357256811574074e+005		1.6455508171668e+002
2.0140506162053e+013	7.357256811689815e+005		1.6449393978192e+002
2.0140506162053e+013	7.357256811689815e+005		1.6455256229632e+002
2.0140506162054e+013	7.357256811805556e+005		1.6455256229632e+002
2.0140506162055e+013	7.357256811921296e+005		1.6456012055454e+002
2.0140506162055e+013	7.357256811921296e+005		1.6456012055454e+002
2.0140506162056e+013	7.357256812037038e+005		1.6455508171668e+002
2.0140506162056e+013	7.357256812037038e+005		1.6455760113609e+002
2.0140506162057e+013	7.357256812152778e+005		1.6455256229632e+002
2.0140506162057e+013	7.357256812152778e+005		1.6455508171668e+002
2.0140506162058e+013	7.357256812268519e+005		1.6454752345274e+002
2.0140506162058e+013	7.357256812268519e+005		1.6455256229632e+002
2.0140506162059e+013	7.357256812384259e+005		1.6455508171668e+002
2.0140506162059e+013	7.357256812384259e+005		1.6455508171668e+002
2.0140506162100e+013	7.357256812500000e+005		1.6455256229632e+002
2.0140506162100e+013	7.357256812500000e+005		1.6455004287500e+002
2.0140506162101e+013	7.357256812615740e+005		1.6455760113609e+002
2.0140506162101e+013	7.357256812615740e+005		1.6449142033842e+002
2.0140506162102e+013	7.357256812731482e+005		1.6455508171668e+002
2.0140506162102e+013	7.357256812731482e+005		1.6455004287500e+002
2.0140506162103e+013	7.357256812847222e+005		1.6455004287500e+002
2.0140506162103e+013	7.357256812847222e+005		1.6449645922446e+002
2.0140506162104e+013	7.357256812962963e+005		1.6455256229632e+002
2.0140506162104e+013	7.357256812962963e+005		1.6455256229632e+002
2.0140506162105e+013	7.357256813078703e+005		1.6455256229632e+002
2.0140506162105e+013	7.357256813078703e+005		1.6449897866605e+002
2.0140506162106e+013	7.357256813194444e+005		1.6449393978192e+002
2.0140506162106e+013	7.357256813194444e+005		1.6455256229632e+002
2.0140506162107e+013	7.357256813310186e+005		1.6455508171668e+002
2.0140506162107e+013	7.357256813310186e+005		1.6449393978192e+002
2.0140506162108e+013	7.357256813425926e+005		1.6449645922446e+002
2.0140506162108e+013	7.357256813425926e+005		1.6449897866605e+002
2.0140506162109e+013	7.357256813541667e+005		1.6455760113609e+002
2.0140506162109e+013	7.357256813541667e+005		1.6449393978192e+002
2.0140506162110e+013	7.357256813657407e+005		1.6449142033842e+002
2.0140506162110e+013	7.357256813657407e+005		1.6455760113609e+002
2.0140506162111e+013	7.357256813773149e+005		1.6455508171668e+002
2.0140506162111e+013	7.357256813773149e+005		1.6455508171668e+002
2.0140506162112e+013	7.357256813888889e+005		1.6455508171668e+002
2.0140506162112e+013	7.357256813888889e+005		1.6449645922446e+002
2.0140506162113e+013	7.357256814004630e+005		1.6455256229632e+002
2.0140506162113e+013	7.357256814004630e+005		1.6455004287500e+002
2.0140506162114e+013	7.357256814120370e+005		1.6449645922446e+002
2.0140506162114e+013	7.357256814120370e+005		1.6449393978192e+002
2.0140506162115e+013	7.357256814236111e+005		1.6455004287500e+002
2.0140506162115e+013	7.357256814236111e+005		1.6455508171668e+002
2.0140506162116e+013	7.357256814351851e+005		1.6455508171668e+002
2.0140506162116e+013	7.357256814351851e+005		1.6449142033842e+002
2.0140506162117e+013	7.357256814467593e+005		1.6455004287500e+002
2.0140506162118e+013	7.357256814583334e+005		1.6455256229632e+002
2.0140506162118e+013	7.357256814583334e+005		1.6455256229632e+002
2.0140506162119e+013	7.357256814699074e+005		1.6449393978192e+002
2.0140506162119e+013	7.357256814699074e+005		1.6449142033842e+002
2.0140506162120e+013	7.357256814814815e+005		1.6455508171668e+002
2.0140506162120e+013	7.357256814814815e+005		1.6455508171668e+002
2.0140506162121e+013	7.357256814930555e+005		1.6448890089397e+002
2.0140506162121e+013	7.357256814930555e+005		1.6455508171668e+002
2.0140506162122e+013	7.357256815046297e+005		1.6449393978192e+002
2.0140506162122e+013	7.357256815046297e+005		1.6455004287500e+002
2.0140506162123e+013	7.357256815162037e+005		1.6455760113609e+002
2.0140506162123e+013	7.357256815162037e+005		1.6455256229632e+002
2.0140506162124e+013	7.357256815277778e+005		1.6449393978192e+002
2.0140506162124e+013	7.357256815277778e+005		1.6448890089397e+002
2.0140506162125e+013	7.357256815393518e+005		1.6449393978192e+002
2.0140506162125e+013	7.357256815393518e+005		1.6455256229632e+002
2.0140506162126e+013	7.357256815509260e+005		1.6449393978192e+002
2.0140506162126e+013	7.357256815509260e+005		1.6455256229632e+002
2.0140506162127e+013	7.357256815625000e+005		1.6455508171668e+002
2.0140506162127e+013	7.357256815625000e+005		1.6448890089397e+002
2.0140506162128e+013	7.357256815740741e+005		1.6455256229632e+002
2.0140506162128e+013	7.357256815740741e+005		1.6454752345274e+002
2.0140506162129e+013	7.357256815856481e+005		1.6454752345274e+002
2.0140506162129e+013	7.357256815856481e+005		1.6455004287500e+002
2.0140506162130e+013	7.357256815972222e+005		1.6454752345274e+002
2.0140506162130e+013	7.357256815972222e+005		1.6454752345274e+002
2.0140506162131e+013	7.357256816087964e+005		1.6454752345274e+002
2.0140506162131e+013	7.357256816087964e+005		1.6454248460535e+002
2.0140506162132e+013	7.357256816203704e+005		1.6454248460535e+002
2.0140506162132e+013	7.357256816203704e+005		1.6453996518022e+002
2.0140506162133e+013	7.357256816319445e+005		1.6453492632711e+002
2.0140506162133e+013	7.357256816319445e+005		1.6453744575414e+002
2.0140506162134e+013	7.357256816435185e+005		1.6447882310663e+002
2.0140506162134e+013	7.357256816435185e+005		1.6447378420724e+002
2.0140506162135e+013	7.357256816550926e+005		1.6453492632711e+002
2.0140506162135e+013	7.357256816550926e+005		1.6453240689913e+002
2.0140506162136e+013	7.357256816666666e+005		1.6453492632711e+002
2.0140506162136e+013	7.357256816666666e+005		1.6446874530403e+002
2.0140506162137e+013	7.357256816782408e+005		1.6453240689913e+002
2.0140506162137e+013	7.357256816782408e+005		1.6447126475611e+002
2.0140506162138e+013	7.357256816898148e+005		1.6452988747019e+002
2.0140506162138e+013	7.357256816898148e+005		1.6452484860946e+002
2.0140506162139e+013	7.357256817013889e+005		1.6452988747019e+002
2.0140506162139e+013	7.357256817013889e+005		1.6452988747019e+002
2.0140506162140e+013	7.357256817129629e+005		1.6452988747019e+002
2.0140506162141e+013	7.357256817245371e+005		1.6452988747019e+002
2.0140506162141e+013	7.357256817245371e+005		1.6446874530403e+002
2.0140506162142e+013	7.357256817361111e+005		1.6452736804030e+002
2.0140506162142e+013	7.357256817361111e+005		1.6452736804030e+002
2.0140506162143e+013	7.357256817476852e+005		1.6452484860946e+002
2.0140506162143e+013	7.357256817476852e+005		1.6453240689913e+002
2.0140506162144e+013	7.357256817592593e+005		1.6446622585099e+002
2.0140506162144e+013	7.357256817592593e+005		1.6452988747019e+002
2.0140506162145e+013	7.357256817708333e+005		1.6452988747019e+002
2.0140506162145e+013	7.357256817708333e+005		1.6452736804030e+002
2.0140506162146e+013	7.357256817824075e+005		1.6453240689913e+002
2.0140506162146e+013	7.357256817824075e+005		1.6452736804030e+002
2.0140506162147e+013	7.357256817939815e+005		1.6453240689913e+002
2.0140506162147e+013	7.357256817939815e+005		1.6446622585099e+002
2.0140506162148e+013	7.357256818055556e+005		1.6451980974491e+002
2.0140506162148e+013	7.357256818055556e+005		1.6452988747019e+002
2.0140506162149e+013	7.357256818171296e+005		1.6452736804030e+002
2.0140506162149e+013	7.357256818171296e+005		1.6446874530403e+002
2.0140506162150e+013	7.357256818287037e+005		1.6447126475611e+002
2.0140506162150e+013	7.357256818287037e+005		1.6452736804030e+002
2.0140506162151e+013	7.357256818402777e+005		1.6452736804030e+002
2.0140506162151e+013	7.357256818402777e+005		1.6452988747019e+002
2.0140506162152e+013	7.357256818518519e+005		1.6452484860946e+002
2.0140506162152e+013	7.357256818518519e+005		1.6452736804030e+002
2.0140506162153e+013	7.357256818634259e+005		1.6452232917766e+002
2.0140506162153e+013	7.357256818634259e+005		1.6452736804030e+002
2.0140506162154e+013	7.357256818750000e+005		1.6447126475611e+002
2.0140506162154e+013	7.357256818750000e+005		1.6446370639700e+002
2.0140506162155e+013	7.357256818865740e+005		1.6451980974491e+002
2.0140506162155e+013	7.357256818865740e+005		1.6452232917766e+002
2.0140506162156e+013	7.357256818981482e+005		1.6452484860946e+002
2.0140506162156e+013	7.357256818981482e+005		1.6451980974491e+002
2.0140506162157e+013	7.357256819097223e+005		1.6446370639700e+002
2.0140506162157e+013	7.357256819097223e+005		1.6451477087655e+002
2.0140506162158e+013	7.357256819212963e+005		1.6446370639700e+002
2.0140506162158e+013	7.357256819212963e+005		1.6452232917766e+002
2.0140506162159e+013	7.357256819328704e+005		1.6452232917766e+002
2.0140506162159e+013	7.357256819328704e+005		1.6452736804030e+002
2.0140506162200e+013	7.357256819444444e+005		1.6452484860946e+002
2.0140506162200e+013	7.357256819444444e+005		1.6451980974491e+002
2.0140506162201e+013	7.357256819560186e+005		1.6446370639700e+002
2.0140506162201e+013	7.357256819560186e+005		1.6452232917766e+002
2.0140506162202e+013	7.357256819675926e+005		1.6446118694205e+002
2.0140506162202e+013	7.357256819675926e+005		1.6452232917766e+002
2.0140506162203e+013	7.357256819791667e+005		1.6452232917766e+002
2.0140506162204e+013	7.357256819907407e+005		1.6452232917766e+002
2.0140506162204e+013	7.357256819907407e+005		1.6451980974491e+002
2.0140506162205e+013	7.357256820023148e+005		1.6446370639700e+002
2.0140506162205e+013	7.357256820023148e+005		1.6452232917766e+002
2.0140506162206e+013	7.357256820138888e+005		1.6451729031121e+002
2.0140506162206e+013	7.357256820138888e+005		1.6445866748615e+002
2.0140506162207e+013	7.357256820254630e+005		1.6451980974491e+002
2.0140506162207e+013	7.357256820254630e+005		1.6446118694205e+002
2.0140506162208e+013	7.357256820370370e+005		1.6451729031121e+002
2.0140506162208e+013	7.357256820370370e+005		1.6451980974491e+002
2.0140506162209e+013	7.357256820486111e+005		1.6451980974491e+002
2.0140506162209e+013	7.357256820486111e+005		1.6452232917766e+002
2.0140506162210e+013	7.357256820601852e+005		1.6445614802929e+002
2.0140506162210e+013	7.357256820601852e+005		1.6452232917766e+002
2.0140506162211e+013	7.357256820717593e+005		1.6451729031121e+002
2.0140506162211e+013	7.357256820717593e+005		1.6451980974491e+002
2.0140506162212e+013	7.357256820833334e+005		1.6451477087655e+002
2.0140506162212e+013	7.357256820833334e+005		1.6451729031121e+002
2.0140506162213e+013	7.357256820949074e+005		1.6451729031121e+002
2.0140506162213e+013	7.357256820949074e+005		1.6445614802929e+002
2.0140506162214e+013	7.357256821064815e+005		1.6445614802929e+002
2.0140506162214e+013	7.357256821064815e+005		1.6451729031121e+002
2.0140506162215e+013	7.357256821180555e+005		1.6451225144094e+002
2.0140506162215e+013	7.357256821180555e+005		1.6451729031121e+002
2.0140506162216e+013	7.357256821296297e+005		1.6446118694205e+002
2.0140506162216e+013	7.357256821296297e+005		1.6445614802929e+002
2.0140506162217e+013	7.357256821412037e+005		1.6451729031121e+002
2.0140506162217e+013	7.357256821412037e+005		1.6451980974491e+002
2.0140506162218e+013	7.357256821527778e+005		1.6451477087655e+002
2.0140506162218e+013	7.357256821527778e+005		1.6451980974491e+002
2.0140506162219e+013	7.357256821643518e+005		1.6445614802929e+002
2.0140506162219e+013	7.357256821643518e+005		1.6451477087655e+002
2.0140506162220e+013	7.357256821759259e+005		1.6451477087655e+002
2.0140506162220e+013	7.357256821759259e+005		1.6451729031121e+002
2.0140506162221e+013	7.357256821874999e+005		1.6450973200438e+002
2.0140506162221e+013	7.357256821874999e+005		1.6445614802929e+002
2.0140506162222e+013	7.357256821990741e+005		1.6451477087655e+002
2.0140506162222e+013	7.357256821990741e+005		1.6451225144094e+002
2.0140506162223e+013	7.357256822106482e+005		1.6445110911271e+002
2.0140506162223e+013	7.357256822106482e+005		1.6445614802929e+002
2.0140506162224e+013	7.357256822222222e+005		1.6451477087655e+002
2.0140506162224e+013	7.357256822222222e+005		1.6450973200438e+002
2.0140506162225e+013	7.357256822337963e+005		1.6445614802929e+002
2.0140506162225e+013	7.357256822337963e+005		1.6451477087655e+002
2.0140506162226e+013	7.357256822453704e+005		1.6451729031121e+002
2.0140506162227e+013	7.357256822569445e+005		1.6450721256686e+002
2.0140506162227e+013	7.357256822569445e+005		1.6451225144094e+002
2.0140506162228e+013	7.357256822685185e+005		1.6450973200438e+002
2.0140506162228e+013	7.357256822685185e+005		1.6445362857148e+002
2.0140506162229e+013	7.357256822800926e+005		1.6451225144094e+002
2.0140506162229e+013	7.357256822800926e+005		1.6451225144094e+002
2.0140506162230e+013	7.357256822916666e+005		1.6451225144094e+002
2.0140506162230e+013	7.357256822916666e+005		1.6445362857148e+002
2.0140506162231e+013	7.357256823032408e+005		1.6451225144094e+002
2.0140506162231e+013	7.357256823032408e+005		1.6450721256686e+002
2.0140506162232e+013	7.357256823148148e+005		1.6450973200438e+002
2.0140506162232e+013	7.357256823148148e+005		1.6450721256686e+002
2.0140506162233e+013	7.357256823263889e+005		1.6450973200438e+002
2.0140506162233e+013	7.357256823263889e+005		1.6445362857148e+002
2.0140506162234e+013	7.357256823379629e+005		1.6451225144094e+002
2.0140506162234e+013	7.357256823379629e+005		1.6451225144094e+002
2.0140506162235e+013	7.357256823495370e+005		1.6445110911271e+002
2.0140506162235e+013	7.357256823495370e+005		1.6450973200438e+002
2.0140506162236e+013	7.357256823611112e+005		1.6451225144094e+002
2.0140506162236e+013	7.357256823611112e+005		1.6451477087655e+002
2.0140506162237e+013	7.357256823726852e+005		1.6451225144094e+002
2.0140506162237e+013	7.357256823726852e+005		1.6451225144094e+002
2.0140506162238e+013	7.357256823842593e+005		1.6450973200438e+002
2.0140506162238e+013	7.357256823842593e+005		1.6450973200438e+002
2.0140506162239e+013	7.357256823958333e+005		1.6451477087655e+002
2.0140506162239e+013	7.357256823958333e+005		1.6451477087655e+002
2.0140506162240e+013	7.357256824074074e+005		1.6445362857148e+002
2.0140506162240e+013	7.357256824074074e+005		1.6450973200438e+002
2.0140506162241e+013	7.357256824189815e+005		1.6445362857148e+002
2.0140506162241e+013	7.357256824189815e+005		1.6445614802929e+002
2.0140506162242e+013	7.357256824305556e+005		1.6445614802929e+002
2.0140506162242e+013	7.357256824305556e+005		1.6445362857148e+002
2.0140506162243e+013	7.357256824421296e+005		1.6451477087655e+002
2.0140506162243e+013	7.357256824421296e+005		1.6451477087655e+002
2.0140506162244e+013	7.357256824537037e+005		1.6445110911271e+002
2.0140506162244e+013	7.357256824537037e+005		1.6451729031121e+002
2.0140506162245e+013	7.357256824652777e+005		1.6451477087655e+002
2.0140506162245e+013	7.357256824652777e+005		1.6445110911271e+002
2.0140506162246e+013	7.357256824768519e+005		1.6451225144094e+002
2.0140506162246e+013	7.357256824768519e+005		1.6451477087655e+002
2.0140506162247e+013	7.357256824884260e+005		1.6445614802929e+002
2.0140506162247e+013	7.357256824884260e+005		1.6450973200438e+002
2.0140506162248e+013	7.357256825000000e+005		1.6445110911271e+002
2.0140506162248e+013	7.357256825000000e+005		1.6451225144094e+002
2.0140506162249e+013	7.357256825115741e+005		1.6445362857148e+002
2.0140506162250e+013	7.357256825231481e+005		1.6445362857148e+002
2.0140506162250e+013	7.357256825231481e+005		1.6450973200438e+002
2.0140506162251e+013	7.357256825347223e+005		1.6445110911271e+002
2.0140506162251e+013	7.357256825347223e+005		1.6450973200438e+002
2.0140506162252e+013	7.357256825462963e+005		1.6451477087655e+002
2.0140506162252e+013	7.357256825462963e+005		1.6450973200438e+002
2.0140506162253e+013	7.357256825578704e+005		1.6445362857148e+002
2.0140506162253e+013	7.357256825578704e+005		1.6445362857148e+002
2.0140506162254e+013	7.357256825694444e+005		1.6445614802929e+002
2.0140506162254e+013	7.357256825694444e+005		1.6445614802929e+002
2.0140506162255e+013	7.357256825810185e+005		1.6450973200438e+002
2.0140506162255e+013	7.357256825810185e+005		1.6445614802929e+002
2.0140506162256e+013	7.357256825925926e+005		1.6451225144094e+002
2.0140506162256e+013	7.357256825925926e+005		1.6451225144094e+002
2.0140506162257e+013	7.357256826041667e+005		1.6451477087655e+002
2.0140506162257e+013	7.357256826041667e+005		1.6445110911271e+002
2.0140506162258e+013	7.357256826157407e+005		1.6451225144094e+002
2.0140506162258e+013	7.357256826157407e+005		1.6451225144094e+002
2.0140506162259e+013	7.357256826273148e+005		1.6451225144094e+002
2.0140506162259e+013	7.357256826273148e+005		1.6451477087655e+002
2.0140506162300e+013	7.357256826388890e+005		1.6445614802929e+002
2.0140506162300e+013	7.357256826388890e+005		1.6451729031121e+002
2.0140506162301e+013	7.357256826504630e+005		1.6451225144094e+002
2.0140506162301e+013	7.357256826504630e+005		1.6451477087655e+002
2.0140506162302e+013	7.357256826620371e+005		1.6445614802929e+002
2.0140506162302e+013	7.357256826620371e+005		1.6445614802929e+002
2.0140506162303e+013	7.357256826736111e+005		1.6451477087655e+002
2.0140506162303e+013	7.357256826736111e+005		1.6445362857148e+002
2.0140506162304e+013	7.357256826851852e+005		1.6445866748615e+002
2.0140506162304e+013	7.357256826851852e+005		1.6450973200438e+002
2.0140506162305e+013	7.357256826967592e+005		1.6445362857148e+002
2.0140506162305e+013	7.357256826967592e+005		1.6451477087655e+002
2.0140506162306e+013	7.357256827083334e+005		1.6451225144094e+002
2.0140506162306e+013	7.357256827083334e+005		1.6451477087655e+002
2.0140506162307e+013	7.357256827199074e+005		1.6444858965299e+002
2.0140506162307e+013	7.357256827199074e+005		1.6451225144094e+002
2.0140506162308e+013	7.357256827314815e+005		1.6451477087655e+002
2.0140506162308e+013	7.357256827314815e+005		1.6445362857148e+002
2.0140506162309e+013	7.357256827430555e+005		1.6451225144094e+002
2.0140506162309e+013	7.357256827430555e+005		1.6450973200438e+002
2.0140506162310e+013	7.357256827546296e+005		1.6445614802929e+002
2.0140506162310e+013	7.357256827546296e+005		1.6451225144094e+002
2.0140506162311e+013	7.357256827662037e+005		1.6451225144094e+002
2.0140506162311e+013	7.357256827662037e+005		1.6445362857148e+002
2.0140506162312e+013	7.357256827777778e+005		1.6450973200438e+002
2.0140506162313e+013	7.357256827893519e+005		1.6451225144094e+002
2.0140506162313e+013	7.357256827893519e+005		1.6451477087655e+002
2.0140506162314e+013	7.357256828009259e+005		1.6450973200438e+002
2.0140506162314e+013	7.357256828009259e+005		1.6451225144094e+002
